’	'	ἒ	e)\	urn:cite2:hmt:lsj.chicago_md:n29854	x--------
’	'	ἒ	e)\	urn:cite2:hmt:lsj.chicago_md:n29856	x--------
Αὕτη	*au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fn-
Αὕτη	*au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fv-
Βασιλεύς	*basileu/s	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-s---mn-
Βλασφημεῖς	*blasfhmei=s	βλασφημέω	blasfhme/w	urn:cite2:hmt:lsj.chicago_md:n20067	v2spia---
Βλέπομεν	*ble/pomen	βλέπω	ble/pw	urn:cite2:hmt:lsj.chicago_md:n20097	v1ppia---
Βλέπομεν	*ble/pomen	βλέπω	ble/pw	urn:cite2:hmt:lsj.chicago_md:n20097	v1piia---
Βάλε	*ba/le	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v2sama---
Βάλε	*ba/le	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v3saia---
Βάλετε	*ba/lete	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v2pama---
Βάλετε	*ba/lete	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v2pasa---
Βάλετε	*ba/lete	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v2paia---
Βόσκε	*bo/ske	βόσκω	bo/skw	urn:cite2:hmt:lsj.chicago_md:n20413	v2spma---
Βόσκε	*bo/ske	βόσκω	bo/skw	urn:cite2:hmt:lsj.chicago_md:n20413	v3siia---
Γεμίσατε	*gemi/sate	γεμίζω	gemi/zw	urn:cite2:hmt:lsj.chicago_md:n21819	v2pama---
Γεμίσατε	*gemi/sate	γεμίζω	gemi/zw	urn:cite2:hmt:lsj.chicago_md:n21819	v2paia---
Γινώσκετε	*ginw/skete	γιγνώσκω	gignw/skw	urn:cite2:hmt:lsj.chicago_md:n22210	v2ppma---
Γινώσκετε	*ginw/skete	γιγνώσκω	gignw/skw	urn:cite2:hmt:lsj.chicago_md:n22210	v2ppia---
Γινώσκετε	*ginw/skete	γιγνώσκω	gignw/skw	urn:cite2:hmt:lsj.chicago_md:n22210	v2piia---
Γύναι	*gu/nai	γυνή	gunh/	urn:cite2:hmt:lsj.chicago_md:n23069	n-s---fv-
Δαιμόνιον	*daimo/nion	δαιμόνιον	daimo/nion	urn:cite2:hmt:lsj.chicago_md:n23230	n-s---nn-
Δαιμόνιον	*daimo/nion	δαιμόνιον	daimo/nion	urn:cite2:hmt:lsj.chicago_md:n23230	n-s---nv-
Δαιμόνιον	*daimo/nion	δαιμόνιον	daimo/nion	urn:cite2:hmt:lsj.chicago_md:n23230	n-s---na-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	a-s---ma-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	a-s---nn-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	a-s---nv-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	a-s---na-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	n-s---ma-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	n-s---fa-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	n-s---nn-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	n-s---nv-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	urn:cite2:hmt:lsj.chicago_md:n23232	n-s---na-
Δαιμόνιον	*daimo/nion	δαιμονάω	daimona/w	urn:cite2:hmt:lsj.chicago_md:n23222	v3piia---
Δαιμόνιον	*daimo/nion	δαιμονάω	daimona/w	urn:cite2:hmt:lsj.chicago_md:n23222	v1siia---
Δεῖ	*dei=	Δεύς	*deu/s	urn:cite2:hmt:lsj.chicago_md:n24228	n-s---md-
Δεῖ	*dei=	δέομαι	de/omai	urn:cite2:hmt:lsj.chicago_md:n24292	v2spie---
Δεῖ	*dei=	δέομαι	de/omai	urn:cite2:hmt:lsj.chicago_md:n24293	v2spie---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v2spie---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v2spie---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v2spie---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v2spma---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v2spma---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v2spma---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v3spia---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v3spia---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v3spia---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v3siia---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v3siia---
Δεῖ	*dei=	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v3siia---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v2spie---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v2spie---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v2spie---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v2spma---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v2spma---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v2spma---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v3spia---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v3spia---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v3spia---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24292	v3siia---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v3siia---
Δεῖ	*dei=	δέω2	de/w	urn:cite2:hmt:lsj.chicago_md:n24294	v3siia---
Δεῖ	*dei=	δεῖ	dei=	urn:cite2:hmt:lsj.chicago_md:n23631	v3siia---
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	urn:cite2:hmt:lsj.chicago_md:n23658	v2sama---
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	urn:cite2:hmt:lsj.chicago_md:n23658	v-sfpamv-
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	urn:cite2:hmt:lsj.chicago_md:n23658	v-sfpann-
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	urn:cite2:hmt:lsj.chicago_md:n23658	v-sfpanv-
Δεῖξον	*dei=con	δείκνυμι	dei/knumi	urn:cite2:hmt:lsj.chicago_md:n23658	v-sfpana-
Δεῦτε	*deu=te	δεῦτε	deu=te	urn:cite2:hmt:lsj.chicago_md:n24236	d--------
Διακοσίων	*diakosi/wn	διακόσιοι	diako/sioi	urn:cite2:hmt:lsj.chicago_md:n25018	a-p---fg-
Διακοσίων	*diakosi/wn	διακόσιοι	diako/sioi	urn:cite2:hmt:lsj.chicago_md:n25018	a-p---mg-
Διακοσίων	*diakosi/wn	διακόσιοι	diako/sioi	urn:cite2:hmt:lsj.chicago_md:n25018	a-p---ng-
Διδάσκαλε	*dida/skale	διδάσκαλος	dida/skalos	urn:cite2:hmt:lsj.chicago_md:n26411	n-s---mv-
Διδάσκαλε	*dida/skale	διδάσκαλος	dida/skalos	urn:cite2:hmt:lsj.chicago_md:n26411	n-s---fv-
Διεμερίσαντο	*diemeri/santo	διαμερίζω	diameri/zw	urn:cite2:hmt:lsj.chicago_md:n25250	v3paim---
Διψῶ	*diyw=	διψάω	diya/w	urn:cite2:hmt:lsj.chicago_md:n27731	v1spsa---
Διψῶ	*diyw=	διψάω	diya/w	urn:cite2:hmt:lsj.chicago_md:n27731	v1spia---
Διά	*dia/	Ζεύς	*zeu/s	urn:cite2:hmt:lsj.chicago_md:n46195	n-s---ma-
Διά	*dia/	διά	dia/	urn:cite2:hmt:lsj.chicago_md:n24517	r--------
Δίδυμος	*di/dumos	Δίδυμος	*di/dumos	urn:cite2:hmt:lsj.chicago_md:n26438	n-s---mn-
Δίδυμος	*di/dumos	δίδυμος	di/dumos	urn:cite2:hmt:lsj.chicago_md:n26438	a-s---mn-
Δίδυμος	*di/dumos	δίδυμος	di/dumos	urn:cite2:hmt:lsj.chicago_md:n26438	n-s---mn-
Δίδυμος	*di/dumos	δίδυμος	di/dumos	urn:cite2:hmt:lsj.chicago_md:n26438	n-s---fn-
Δός	*do/s	δίδωμι	di/dwmi	urn:cite2:hmt:lsj.chicago_md:n26447	v2sama---
Εἰ	*ei)	εἰ	ei)	urn:cite2:hmt:lsj.chicago_md:n30817	c--------
Εἰρήνη	*ei)rh/nh	Εἰρήνη	*ei)rh/nh	urn:cite2:hmt:lsj.chicago_md:n31192	n-s---fn-
Εἰρήνη	*ei)rh/nh	Εἰρήνη	*ei)rh/nh	urn:cite2:hmt:lsj.chicago_md:n31192	n-s---fv-
Εἰρήνη	*ei)rh/nh	εἰρήνη	ei)rh/nh	urn:cite2:hmt:lsj.chicago_md:n31192	n-s---fn-
Εἰρήνη	*ei)rh/nh	εἰρήνη	ei)rh/nh	urn:cite2:hmt:lsj.chicago_md:n31192	n-s---fv-
Εἰρήνη	*ei)rh/nh	εἰρηνέω	ei)rhne/w	urn:cite2:hmt:lsj.chicago_md:n31191	v2spma---
Εἰρήνη	*ei)rh/nh	εἰρηνέω	ei)rhne/w	urn:cite2:hmt:lsj.chicago_md:n31191	v3siia---
Εἰς	*ei)s	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
Εἰσῆλθεν	*ei)sh=lqen	εἰσέρχομαι	ei)se/rxomai	urn:cite2:hmt:lsj.chicago_md:n31351	v3saia---
Εἰσῆλθεν	*ei)sh=lqen	εἰσέρχομαι	ei)se/rxomai	urn:cite2:hmt:lsj.chicago_md:n31351	v3saia---
Εἱστήκεισαν	*ei(sth/keisan	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v3plia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v3saia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v2sama---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v3paia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v1saia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v3paia---
Εἶπον	*ei)=pon	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v1saia---
