urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token1	ἄνδρα	a)/ndra	ἀνήρ	a)nh/r	urn:cite2:hmt:lsj.chicago_md:n8665	n-s---ma-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token10	μάλα	ma/la	μάλα	ma/la	urn:cite2:hmt:lsj.chicago_md:n64757	d--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token11	πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token2	μοι	moi	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---md-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token3	ἔννεπε	e)/nnepe	ἐνέπω	e)ne/pw	urn:cite2:hmt:lsj.chicago_md:n35414	v2spma---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token5	μοῦσα	mou=sa	Μοῦσα	Mou=sa	urn:cite2:hmt:lsj.chicago_md:n68876	n-s---fv-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token7	πολύτροπον	polu/tropon	πολύτροπος	polu/tropos	urn:cite2:hmt:lsj.chicago_md:n85454	n-s---ma-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token9	ὅς	o(/s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-s---mn-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token1	πλάγχθη	pla/gxqh	πλάζω	pla/zw	urn:cite2:hmt:lsj.chicago_md:n83426	v3saip---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token3	ἐπεί	e)pei/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token4	Τροίης	*troi/hs	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fg-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token5	ἱερόν	i(ero/n	ἱερός	i(ero/s	urn:cite2:hmt:lsj.chicago_md:n50093	a-s---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token6	πτολίεθρον	ptoli/eqron	πτολίεθρον	ptoli/eqron	urn:cite2:hmt:lsj.chicago_md:n91225	n-s---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token7	ἔπερσεν	e)/persen	πέρθω	pe/rqw	urn:cite2:hmt:lsj.chicago_md:n81016	v3saia---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token1	πολλῶν	pollw=n	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---mg-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token2	δ’	d'	δέ	de/	urn:cite2:hmt:lsj.chicago_md:n23596	g--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token3	ἀνθρώπων	a)nqrw/pwn	ἄνθρωπος	a)/nqrwpos	urn:cite2:hmt:lsj.chicago_md:n8909	n-p---mg-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token4	ἴδεν	i)/den	εἶδον	ei)=don	urn:cite2:hmt:lsj.chicago_md:n30859a	v3saia---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token5	ἄστεα	a)/stea	ἄστυ	a)/stu	urn:cite2:hmt:lsj.chicago_md:n16686	n-p---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token6	καί	kai/	καί	kai/	urn:cite2:hmt:lsj.chicago_md:n51951	c--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token7	νόον	no/on	νόος	no/os	urn:cite2:hmt:lsj.chicago_md:n71023	n-s---ma-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.3.token8	ἔγνω	e)/gnw	γιγνώσκω	gignw/skw	urn:cite2:hmt:lsj.chicago_md:n22210	v3saia---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token1	πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token10	κατά	kata/	κατά	kata/	urn:cite2:hmt:lsj.chicago_md:n53647	r--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token11	θυμόν	qumo/n	θυμός	qumo/s	urn:cite2:hmt:lsj.chicago_md:n49415	n-s---ma-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token2	δ’	d'	δέ	de/	urn:cite2:hmt:lsj.chicago_md:n23596	g--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token3	ὃ	o(\	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	p-s---mn-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token4	γ’	g'	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token5	ἐν	e)n	ἐν	e)n	urn:cite2:hmt:lsj.chicago_md:n34700	r--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token6	πόντῳ	po/ntw|	πόντος	po/ntos	urn:cite2:hmt:lsj.chicago_md:n85696	n-s---md-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token7	πάθεν	pa/qen	πάσχω	pa/sxw	urn:cite2:hmt:lsj.chicago_md:n79983	v3saia---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token8	ἄλγεα	a)/lgea	ἄλγος	a)/lgos	urn:cite2:hmt:lsj.chicago_md:n3903	n-p---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.4.token9	ὅν	o(/n	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-s---ma-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.5.token1	ἀρνύμενος	a)rnu/menos	ἄρνυμαι	a)/rnumai	urn:cite2:hmt:lsj.chicago_md:n15335	v-sppemn-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.5.token2	ἥν	h(/n	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	a-s---fa-
